18000, 18000, 18000, 5.189461, 2247.632265
18000x18000x18000	5.189461 s	2247.632265 GFLOPS
18000, 18000, 18000, 5.471748, 2131.677278
18000x18000x18000	5.471748 s	2131.677278 GFLOPS
18000, 18000, 18000, 5.484462, 2126.735557
18000x18000x18000	5.484462 s	2126.735557 GFLOPS
18500, 18500, 18500, 5.916289, 2140.404223
18500x18500x18500	5.916289 s	2140.404223 GFLOPS
18500, 18500, 18500, 5.446763, 2324.913060
18500x18500x18500	5.446763 s	2324.913060 GFLOPS
18500, 18500, 18500, 5.826851, 2173.257854
18500x18500x18500	5.826851 s	2173.257854 GFLOPS
18500, 18500, 18500, 5.938192, 2132.509285
18500x18500x18500	5.938192 s	2132.509285 GFLOPS
18500, 18500, 18500, 5.903342, 2145.098418
18500x18500x18500	5.903342 s	2145.098418 GFLOPS
19000, 19000, 19000, 5.884784, 2331.096633
19000x19000x19000	5.884784 s	2331.096633 GFLOPS
19000, 19000, 19000, 5.890490, 2328.838483
19000x19000x19000	5.890490 s	2328.838483 GFLOPS
19000, 19000, 19000, 5.858939, 2341.379584
19000x19000x19000	5.858939 s	2341.379584 GFLOPS
19000, 19000, 19000, 5.872387, 2336.017674
19000x19000x19000	5.872387 s	2336.017674 GFLOPS
19000, 19000, 19000, 5.935733, 2311.087871
19000x19000x19000	5.935733 s	2311.087871 GFLOPS
19500, 19500, 19500, 6.426795, 2307.487768
19500x19500x19500	6.426795 s	2307.487768 GFLOPS
19500, 19500, 19500, 6.430535, 2306.145472
19500x19500x19500	6.430535 s	2306.145472 GFLOPS
19500, 19500, 19500, 6.143759, 2413.790925
19500x19500x19500	6.143759 s	2413.790925 GFLOPS
19500, 19500, 19500, 6.187578, 2396.696957
19500x19500x19500	6.187578 s	2396.696957 GFLOPS
19500, 19500, 19500, 5.986192, 2477.326123
19500x19500x19500	5.986192 s	2477.326123 GFLOPS
20000, 20000, 20000, 7.195224, 2223.697405
20000x20000x20000	7.195224 s	2223.697405 GFLOPS
20000, 20000, 20000, 7.286073, 2195.970291
20000x20000x20000	7.286073 s	2195.970291 GFLOPS
20000, 20000, 20000, 7.150783, 2237.517286
20000x20000x20000	7.150783 s	2237.517286 GFLOPS
20000, 20000, 20000, 7.200100, 2222.191502
20000x20000x20000	7.200100 s	2222.191502 GFLOPS
20000, 20000, 20000, 7.148126, 2238.348996
20000x20000x20000	7.148126 s	2238.348996 GFLOPS
