13500, 13500, 13500, 2.588055, 1901.331594
13500x13500x13500	2.588055 s	1901.331594 GFLOPS
13500, 13500, 13500, 2.598631, 1893.593146
13500x13500x13500	2.598631 s	1893.593146 GFLOPS
13500, 13500, 13500, 2.575182, 1910.835821
13500x13500x13500	2.575182 s	1910.835821 GFLOPS
13500, 13500, 13500, 2.546579, 1932.298147
13500x13500x13500	2.546579 s	1932.298147 GFLOPS
14000, 14000, 14000, 2.752481, 1993.837489
14000x14000x14000	2.752481 s	1993.837489 GFLOPS
14000, 14000, 14000, 2.831496, 1938.198341
14000x14000x14000	2.831496 s	1938.198341 GFLOPS
14000, 14000, 14000, 2.759544, 1988.734683
14000x14000x14000	2.759544 s	1988.734683 GFLOPS
14000, 14000, 14000, 2.793266, 1964.725424
14000x14000x14000	2.793266 s	1964.725424 GFLOPS
14000, 14000, 14000, 2.820564, 1945.710157
14000x14000x14000	2.820564 s	1945.710157 GFLOPS
14500, 14500, 14500, 3.089177, 1973.745602
14500x14500x14500	3.089177 s	1973.745602 GFLOPS
14500, 14500, 14500, 2.643319, 2306.664380
14500x14500x14500	2.643319 s	2306.664380 GFLOPS
14500, 14500, 14500, 3.063530, 1990.269355
14500x14500x14500	3.063530 s	1990.269355 GFLOPS
14500, 14500, 14500, 3.040801, 2005.146118
14500x14500x14500	3.040801 s	2005.146118 GFLOPS
14500, 14500, 14500, 3.127614, 1949.489349
14500x14500x14500	3.127614 s	1949.489349 GFLOPS
15000, 15000, 15000, 3.346392, 2017.097768
15000x15000x15000	3.346392 s	2017.097768 GFLOPS
15000, 15000, 15000, 3.392716, 1989.556734
15000x15000x15000	3.392716 s	1989.556734 GFLOPS
15000, 15000, 15000, 2.822090, 2391.844004
15000x15000x15000	2.822090 s	2391.844004 GFLOPS
15000, 15000, 15000, 3.316467, 2035.298424
15000x15000x15000	3.316467 s	2035.298424 GFLOPS
15000, 15000, 15000, 3.371700, 2001.957287
15000x15000x15000	3.371700 s	2001.957287 GFLOPS
15500, 15500, 15500, 3.549059, 2098.513914
15500x15500x15500	3.549059 s	2098.513914 GFLOPS
15500, 15500, 15500, 3.693077, 2016.678611
15500x15500x15500	3.693077 s	2016.678611 GFLOPS
15500, 15500, 15500, 3.598322, 2069.784124
15500x15500x15500	3.598322 s	2069.784124 GFLOPS
15500, 15500, 15500, 3.581414, 2079.555730
15500x15500x15500	3.581414 s	2079.555730 GFLOPS
15500, 15500, 15500, 3.603486, 2066.818019
15500x15500x15500	3.603486 s	2066.818019 GFLOPS
16000, 16000, 16000, 3.992261, 2051.970272
16000x16000x16000	3.992261 s	2051.970272 GFLOPS
16000, 16000, 16000, 3.974294, 2061.246725
16000x16000x16000	3.974294 s	2061.246725 GFLOPS
16000, 16000, 16000, 3.975375, 2060.686171
16000x16000x16000	3.975375 s	2060.686171 GFLOPS
16000, 16000, 16000, 3.932439, 2083.185527
16000x16000x16000	3.932439 s	2083.185527 GFLOPS
16000, 16000, 16000, 4.228856, 1937.167088
16000x16000x16000	4.228856 s	1937.167088 GFLOPS
16500, 16500, 16500, 4.322192, 2078.632843
16500x16500x16500	4.322192 s	2078.632843 GFLOPS
16500, 16500, 16500, 3.759218, 2389.925483
16500x16500x16500	3.759218 s	2389.925483 GFLOPS
16500, 16500, 16500, 4.414134, 2035.336885
16500x16500x16500	4.414134 s	2035.336885 GFLOPS
16500, 16500, 16500, 4.479494, 2005.639406
16500x16500x16500	4.479494 s	2005.639406 GFLOPS
16500, 16500, 16500, 4.326933, 2076.355468
16500x16500x16500	4.326933 s	2076.355468 GFLOPS
17000, 17000, 17000, 4.831132, 2033.891950
17000x17000x17000	4.831132 s	2033.891950 GFLOPS
17000, 17000, 17000, 4.786475, 2052.867820
17000x17000x17000	4.786475 s	2052.867820 GFLOPS
17000, 17000, 17000, 4.689391, 2095.368013
17000x17000x17000	4.689391 s	2095.368013 GFLOPS
17000, 17000, 17000, 4.828231, 2035.113804
17000x17000x17000	4.828231 s	2035.113804 GFLOPS
17000, 17000, 17000, 4.802543, 2045.999304
17000x17000x17000	4.802543 s	2045.999304 GFLOPS
17500, 17500, 17500, 5.120001, 2093.505302
17500x17500x17500	5.120001 s	2093.505302 GFLOPS
17500, 17500, 17500, 5.230079, 2049.443279
17500x17500x17500	5.230079 s	2049.443279 GFLOPS
17500, 17500, 17500, 5.043551, 2125.238956
17500x17500x17500	5.043551 s	2125.238956 GFLOPS
17500, 17500, 17500, 5.128408, 2090.073548
17500x17500x17500	5.128408 s	2090.073548 GFLOPS
17500, 17500, 17500, 5.211567, 2056.723032
17500x17500x17500	5.211567 s	2056.723032 GFLOPS
18000, 18000, 18000, 5.500617, 2120.489277
18000x18000x18000	5.500617 s	2120.489277 GFLOPS
18000, 18000, 18000, 5.476195, 2129.946074
18000x18000x18000	5.476195 s	2129.946074 GFLOPS
18000, 18000, 18000, 5.453861, 2138.668452
18000x18000x18000	5.453861 s	2138.668452 GFLOPS
18000, 18000, 18000, 5.523656, 2111.645065
18000x18000x18000	5.523656 s	2111.645065 GFLOPS
18000, 18000, 18000, 5.456904, 2137.475938
18000x18000x18000	5.456904 s	2137.475938 GFLOPS
18500, 18500, 18500, 5.880003, 2153.612738
18500x18500x18500	5.880003 s	2153.612738 GFLOPS
18500, 18500, 18500, 5.894852, 2148.187850
18500x18500x18500	5.894852 s	2148.187850 GFLOPS
18500, 18500, 18500, 5.866055, 2158.733638
18500x18500x18500	5.866055 s	2158.733638 GFLOPS
18500, 18500, 18500, 5.898590, 2146.826760
18500x18500x18500	5.898590 s	2146.826760 GFLOPS
18500, 18500, 18500, 5.862096, 2160.191488
18500x18500x18500	5.862096 s	2160.191488 GFLOPS
19000, 19000, 19000, 6.107115, 2246.232647
19000x19000x19000	6.107115 s	2246.232647 GFLOPS
19000, 19000, 19000, 5.830584, 2352.766139
19000x19000x19000	5.830584 s	2352.766139 GFLOPS
19000, 19000, 19000, 6.008287, 2283.180031
19000x19000x19000	6.008287 s	2283.180031 GFLOPS
19000, 19000, 19000, 6.116045, 2242.952840
19000x19000x19000	6.116045 s	2242.952840 GFLOPS
19000, 19000, 19000, 5.584021, 2456.652680
19000x19000x19000	5.584021 s	2456.652680 GFLOPS
19500, 19500, 19500, 6.391779, 2320.128537
19500x19500x19500	6.391779 s	2320.128537 GFLOPS
19500, 19500, 19500, 6.403527, 2315.872066
19500x19500x19500	6.403527 s	2315.872066 GFLOPS
19500, 19500, 19500, 6.330904, 2342.437863
19500x19500x19500	6.330904 s	2342.437863 GFLOPS
19500, 19500, 19500, 6.218402, 2384.816852
19500x19500x19500	6.218402 s	2384.816852 GFLOPS
19500, 19500, 19500, 6.145439, 2413.131152
19500x19500x19500	6.145439 s	2413.131152 GFLOPS
20000, 20000, 20000, 7.256264, 2204.991445
20000x20000x20000	7.256264 s	2204.991445 GFLOPS
20000, 20000, 20000, 7.205228, 2220.609866
20000x20000x20000	7.205228 s	2220.609866 GFLOPS
20000, 20000, 20000, 7.166580, 2232.584990
20000x20000x20000	7.166580 s	2232.584990 GFLOPS
20000, 20000, 20000, 7.159590, 2234.764966
20000x20000x20000	7.159590 s	2234.764966 GFLOPS
20000, 20000, 20000, 7.254821, 2205.430150
20000x20000x20000	7.254821 s	2205.430150 GFLOPS
